"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-04-29","2019","04","29","","6.8","","0.8","","3.8","","14.2","","0.0","","","","","","0.6","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-04-30","2019","04","30","","7.8","","0.3","","4.0","","14.0","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-01","2019","05","01","","7.7","","3.5","","5.6","","12.4","","0.0","","","","","","0.1","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-02","2019","05","02","","15.1","","0.0","","7.6","","10.4","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-03","2019","05","03","","14.8","","5.5","","10.1","","7.9","","0.0","","","","","","7.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-04","2019","05","04","","13.1","","3.9","","8.5","","9.5","","0.0","","","","","","0.6","","","","25","","33",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-05","2019","05","05","","5.3","","-0.5","","2.4","","15.6","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-06","2019","05","06","","7.3","","-1.3","","3.0","","15.0","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-07","2019","05","07","","14.5","","-2.2","","6.2","","11.8","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-08","2019","05","08","","13.2","","3.4","","8.3","","9.7","","0.0","","","","","","0.0","","","","36","","34",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-09","2019","05","09","","11.7","","0.5","","6.1","","11.9","","0.0","","","","","","0.0","","","","3","","40",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-10","2019","05","10","","16.9","","2.0","","9.5","","8.5","","0.0","","","","","","0.0","","","","21","","34",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-11","2019","05","11","","21.2","","10.5","","15.8","","2.2","","0.0","","","","","","4.0","","","","24","","39",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-12","2019","05","12","","18.0","","6.0","","12.0","","6.0","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-13","2019","05","13","","25.1","","9.4","","17.2","","0.8","","0.0","","","","","","0.0","","","","21","","31",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-14","2019","05","14","","16.8","","7.9","","12.3","","5.7","","0.0","","","","","","0.0","","","","1","","35",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-15","2019","05","15","","16.5","","5.5","","11.0","","7.0","","0.0","","","","","","12.7","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-16","2019","05","16","","11.4","","4.2","","7.8","","10.2","","0.0","","","","","","0.0","","","","33","","44",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-17","2019","05","17","","16.2","","1.9","","9.1","","8.9","","0.0","","","","","","0.0","","","","36","","34",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-18","2019","05","18","","13.2","","3.0","","8.1","","9.9","","0.0","","","","","","0.0","","","","1","","39",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-19","2019","05","19","","16.0","","4.0","","10.0","","8.0","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-20","2019","05","20","","20.5","","4.9","","12.7","","5.3","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-21","2019","05","21","","23.1","","6.8","","14.9","","3.1","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-22","2019","05","22","","15.7","","9.3","","12.5","","5.5","","0.0","","","","","","2.7","","","","5","","49",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-23","2019","05","23","","21.2","","8.0","","14.6","","3.4","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-24","2019","05","24","","13.7","","8.8","","11.3","","6.7","","0.0","","","","","","8.6","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-25","2019","05","25","","21.0","","7.0","","14.0","","4.0","","0.0","","","","","","0.4","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-26","2019","05","26","","13.6","","5.4","","9.5","","8.5","","0.0","","","","","","0.9","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-27","2019","05","27","","20.6","","3.4","","12.0","","6.0","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-28","2019","05","28","","25.4","","10.7","","18.0","","0.0","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-29","2019","05","29","","26.5","","9.4","","17.9","","0.1","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-30","2019","05","30","","30.3","","11.8","","21.1","","0.0","","3.1","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-05-31","2019","05","31","","17.1","","8.4","","12.7","","5.3","","0.0","","","","","","0.0","","","","3","","36",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-01","2019","06","01","","17.8","","6.6","","12.2","","5.8","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-02","2019","06","02","","18.2","","4.4","","11.3","","6.7","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-03","2019","06","03","","26.1","","10.8","","18.4","","0.0","","0.4","","","","","","3.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-04","2019","06","04","","27.2","","12.4","","19.8","","0.0","","1.8","","","","","","0.0","","","","34","","35",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-05","2019","06","05","","25.6","","10.6","","18.1","","0.0","","0.1","","","","","","0.3","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-06","2019","06","06","","27.4","","13.9","","20.7","","0.0","","2.7","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-07","2019","06","07","","35.7","","17.9","","26.8","","0.0","","8.8","","","","","","0.0","","","","23","","46",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-08","2019","06","08","","26.3","","11.7","","19.0","","0.0","","1.0","","","","","","7.7","","","","21","","40",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-09","2019","06","09","","20.1","","11.9","","16.0","","2.0","","0.0","","","","","","1.1","","","","34","","36",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-10","2019","06","10","","20.0","","11.0","","15.5","","2.5","","0.0","","","","","","0.0","","","","28","","32",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-11","2019","06","11","","18.6","","10.3","","14.5","","3.5","","0.0","","","","","","0.0","","","","35","","39",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-12","2019","06","12","","21.2","","7.1","","14.1","","3.9","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-13","2019","06","13","","25.6","","10.7","","18.2","","0.0","","0.2","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-14","2019","06","14","","25.5","","14.8","","20.1","","0.0","","2.1","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-15","2019","06","15","","19.8","","10.8","","15.3","","2.7","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-16","2019","06","16","","16.8","","12.5","","14.6","","3.4","","0.0","","","","","","6.5","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-17","2019","06","17","","21.3","","12.4","","16.9","","1.1","","0.0","","","","","","2.6","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-18","2019","06","18","","24.7","","15.6","","20.1","","0.0","","2.1","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-19","2019","06","19","","27.3","","12.7","","20.0","","0.0","","2.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-20","2019","06","20","","27.7","","12.9","","20.3","","0.0","","2.3","","","","","","0.0","","","","10","","31",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-21","2019","06","21","","25.5","","13.5","","19.5","","0.0","","1.5","","","","","","2.0","","","","14","","35",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-22","2019","06","22","","22.4","","14.9","","18.6","","0.0","","0.6","","","","","","1.8","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-23","2019","06","23","","25.5","","14.6","","20.0","","0.0","","2.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-24","2019","06","24","","27.4","","15.6","","21.5","","0.0","","3.5","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-25","2019","06","25","","25.9","","16.4","","21.2","","0.0","","3.2","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-26","2019","06","26","","28.5","","16.4","","22.5","","0.0","","4.5","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-27","2019","06","27","","28.6","","15.9","","22.2","","0.0","","4.2","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-28","2019","06","28","","30.7","","16.3","","23.5","","0.0","","5.5","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-29","2019","06","29","","28.1","","16.9","","22.5","","0.0","","4.5","","","","","","1.6","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-06-30","2019","06","30","","32.2","","21.1","","26.6","","0.0","","8.6","","","","","","0.0","","","","23","","37",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-01","2019","07","01","","28.9","","17.5","","23.2","","0.0","","5.2","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-02","2019","07","02","","25.8","","18.5","","22.2","","0.0","","4.2","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-03","2019","07","03","","22.3","","15.4","","18.9","","0.0","","0.9","","","","","","1.6","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-04","2019","07","04","","27.3","","14.9","","21.1","","0.0","","3.1","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-05","2019","07","05","","24.9","","15.6","","20.2","","0.0","","2.2","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-06","2019","07","06","","24.3","","11.5","","17.9","","0.1","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-07","2019","07","07","","29.2","","14.7","","22.0","","0.0","","4.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-08","2019","07","08","","29.6","","20.0","","24.8","","0.0","","6.8","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-09","2019","07","09","","23.6","","17.7","","20.6","","0.0","","2.6","","","","","","53.3","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-10","2019","07","10","","26.1","","17.6","","21.8","","0.0","","3.8","","","","","","17.7","","","","35","","39",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-11","2019","07","11","","29.5","","16.1","","22.8","","0.0","","4.8","","","","","","0.0","","","","21","","41",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-12","2019","07","12","","24.6","","16.7","","20.7","","0.0","","2.7","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-13","2019","07","13","","29.3","","16.7","","23.0","","0.0","","5.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-14","2019","07","14","","31.0","","18.5","","24.8","","0.0","","6.8","","","","","","27.5","","","","29","","39",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-15","2019","07","15","","28.9","","20.5","","24.7","","0.0","","6.7","","","","","","4.7","","","","27","","45",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-16","2019","07","16","","27.2","","18.6","","22.9","","0.0","","4.9","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-17","2019","07","17","","24.4","","17.9","","21.1","","0.0","","3.1","","","","","","1.2","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-18","2019","07","18","","28.2","","18.0","","23.1","","0.0","","5.1","","","","","","2.4","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-19","2019","07","19","","26.9","","17.1","","22.0","","0.0","","4.0","","","","","","0.0","","","","26","","37",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-20","2019","07","20","","23.4","","15.4","","19.4","","0.0","","1.4","","","","","","0.3","","","","36","","36",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-21","2019","07","21","","24.1","","13.0","","18.5","","0.0","","0.5","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-22","2019","07","22","","27.5","","16.1","","21.8","","0.0","","3.8","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-23","2019","07","23","","29.4","","17.4","","23.4","","0.0","","5.4","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-24","2019","07","24","","29.4","","17.7","","23.6","","0.0","","5.6","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-25","2019","07","25","","29.6","","20.2","","24.9","","0.0","","6.9","","","","","","0.1","","","","26","","32",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-26","2019","07","26","","25.4","","17.3","","21.4","","0.0","","3.4","","","","","","3.1","","","","29","","35",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-27","2019","07","27","","29.6","","18.5","","24.0","","0.0","","6.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-28","2019","07","28","","27.3","","19.5","","23.4","","0.0","","5.4","","","","","","0.0","","","","25","","33",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-29","2019","07","29","","21.9","","14.6","","18.3","","0.0","","0.3","","","","","","0.0","","","","32","","36",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-30","2019","07","30","","25.2","","12.4","","18.8","","0.0","","0.8","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-07-31","2019","07","31","","28.7","","13.5","","21.1","","0.0","","3.1","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-01","2019","08","01","","31.7","","18.7","","25.2","","0.0","","7.2","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-02","2019","08","02","","32.6","","18.8","","25.7","","0.0","","7.7","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-03","2019","08","03","","32.1","","20.5","","26.3","","0.0","","8.3","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-04","2019","08","04","","31.9","","21.5","","26.7","","0.0","","8.7","","","","","","0.0","","","","26","","39",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-05","2019","08","05","","27.5","","17.6","","22.5","","0.0","","4.5","","","","","","0.0","","","","32","","32",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-06","2019","08","06","","28.2","","17.1","","22.6","","0.0","","4.6","","","","","","0.2","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-07","2019","08","07","","22.9","","15.3","","19.1","","0.0","","1.1","","","","","","0.5","","","","27","","32",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-08","2019","08","08","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-09","2019","08","09","","27.5","","14.2","","20.8","","0.0","","2.8","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-10","2019","08","10","","23.8","","16.6","","20.2","","0.0","","2.2","","","","","","2.6","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-11","2019","08","11","","24.4","","13.4","","18.9","","0.0","","0.9","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-12","2019","08","12","","21.8","","13.0","","17.4","","0.6","","0.0","","","","","","1.9","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-13","2019","08","13","","24.5","","15.2","","19.8","","0.0","","1.8","","","","","","0.4","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-14","2019","08","14","","25.6","","13.1","","19.3","","0.0","","1.3","","","","","","0.0","","","","32","","34",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-15","2019","08","15","","27.3","","15.4","","21.3","","0.0","","3.3","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-16","2019","08","16","","29.4","","15.4","","22.4","","0.0","","4.4","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-17","2019","08","17","","23.7","","15.3","","19.5","","0.0","","1.5","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-18","2019","08","18","","24.3","","9.9","","17.1","","0.9","","0.0","","","","","","0.0","","","","25","","34",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-19","2019","08","19","","26.8","","14.8","","20.8","","0.0","","2.8","","","","","","3.7","","","","33","","47",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-20","2019","08","20","","22.1","","13.3","","17.7","","0.3","","0.0","","","","","","3.5","","","","24","","35",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-21","2019","08","21","","20.0","","12.4","","16.2","","1.8","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-22","2019","08","22","","23.4","","10.0","","16.7","","1.3","","0.0","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-23","2019","08","23","","25.6","","12.2","","18.9","","0.0","","0.9","","","","","","0.0","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-24","2019","08","24","","29.5","","17.4","","23.5","","0.0","","5.5","","","","","","0.0","","","","22","","41",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-25","2019","08","25","","21.7","","16.4","","19.0","","0.0","","1.0","","","","","","29.7","","","","25","","48",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-26","2019","08","26","","22.6","","15.2","","18.9","","0.0","","0.9","","","","","","4.1","","","","","","",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-27","2019","08","27","","15.4","","11.6","","13.5","","4.5","","0.0","","","","","","6.3","","","","32","","40",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-28","2019","08","28","","22.3","","11.3","","16.8","","1.2","","0.0","","","","","","0.0","","","","31","","33",""
"-97.13","49.89","WINNIPEG THE FORKS","5023262","2019-08-29","2019","08","29","","19.5","","12.4","","15.9","","2.1","","0.0","","","","","","0.1","","","","34","","40",""
